Education_Level,Time_since_promotion,Growth_Rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,Attrition_rate,Ratio_Age_Time_of_service
3,4,40,1,3,7.0,4.0,0.3406,0.14285714285714285
3,2,52,1,3,2.0,2.0,0.1294,0.38596491228070173
1,1,61,2,3,8.0,1.0,0.241,0.28846153846153844
4,4,34,0,3,5.0,2.0,0.0088,0.24
3,1,23,0,3,6.0,5.0,0.0217,0.18181818181818182
5,3,53,1,3,5.0,3.0,0.0635,0.0967741935483871
3,3,62,1,2,1.0,3.0,0.0656,0.09375
4,2,62,0,3,9.0,1.0,0.5053,0.5192307692307693
1,1,33,0,2,7.0,4.0,0.4288,0.3684210526315789
4,4,22,1,2,4.0,4.0,0.0778,0.4957431176801072
1,4,51,1,2,5.0,2.0,0.9479,0.46808510638297873
5,2,54,1,1,6.0,4.0,0.3833,0.09523809523809523
3,3,33,1,3,6.0,2.0,0.0929,0.09302325581395349
3,1,68,1,3,6.0,3.0,0.1976,0.38461538461538464
4,4,60,1,2,4.0,3.0,0.0421,0.3076923076923077
4,1,37,1,2,5.0,1.0,0.0593,0.09523809523809523
3,2,64,1,4,1.0,2.0,0.2796,0.1875
4,4,36,1,1,3.0,4.0,0.253,0.21428571428571427
3,3,42,0,2,5.0,2.0,0.1072,0.5208333333333334
2,3,40,2,3,6.0,2.0,0.0542,0.47619047619047616
3,2,60,2,2,6.0,1.0,0.0432,0.11538461538461539
4,2,33,0,2,7.0,2.0,0.152,0.24
4,2,67,0,1,9.0,4.0,0.0475,0.2962962962962963
4,4,50,1,3,4.0,3.0,0.018,0.3333333333333333
4,2,52,0,2,9.0,2.0,0.1446,0.39622641509433965
3,3,27,1,4,3.0,2.0,0.084,0.2978723404255319
3,2,51,0,4,4.0,1.0,0.233,0.2
3,3,45,0,2,4.0,3.0,0.1877,0.28125
4,4,45,1,3,7.0,1.0,0.2776,0.4230769230769231
4,4,40,1,3,4.0,1.0,0.0943,0.375
3,1,32,0,2,4.0,3.0,0.1574,0.3783783783783784
5,4,23,0,1,6.0,2.0,0.0544,0.6057118777175474
2,3,24,0,4,9.0,5.0,0.1164,0.17391304347826086
2,3,61,0,5,10.0,3.0,0.024,0.4230769230769231
3,4,65,1,4,5.0,4.0,0.1914,0.3333333333333333
3,3,53,1,2,8.0,2.0,0.331,0.24
3,1,35,1,1,9.0,4.0,0.2752,0.15625
4,2,52,0,3,6.0,2.0,0.0028,0.2978723404255319
3,2,54,1,3,4.0,3.0,0.1242,0.42592592592592593
1,4,74,1,3,8.0,2.0,0.1058,0.546875
3,3,68,1,2,10.0,4.0,0.0272,0.125
3,1,65,2,2,6.0,3.0,0.1831,0.32558139534883723
5,2,59,0,1,9.0,1.0,0.5022,0.37777777777777777
1,1,52,1,4,8.0,5.0,0.7465,0.46
4,3,27,0,1,6.0,5.0,0.1622,0.26666666666666666
3,1,59,1,2,5.0,3.0,0.1479,0.29411764705882354
3,1,74,1,5,5.0,4.0,0.0218,0.20592406426712145
1,2,36,1,5,4.0,3.0,0.59,0.358974358974359
3,2,30,1,2,6.0,2.0,0.1892,0.3125
5,2,30,1,2,5.0,2.0,0.1934,0.6307692307692307
3,1,34,1,3,8.0,3.0,0.0958,0.3191489361702128
4,3,29,1,2,10.0,2.0,0.1034,0.3378121815100149
5,3,45,0,2,4.0,3.0,0.0015,0.40350877192982454
4,4,34,1,1,1.0,2.0,0.0345,0.14814814814814814
4,3,54,2,2,8.0,1.0,0.165,0.4461538461538462
4,4,56,0,3,5.0,4.0,0.1773,0.28
5,1,51,1,4,10.0,4.0,0.0768,0.26666666666666666
4,4,60,1,3,9.0,1.0,0.0608,0.375
3,4,60,1,3,6.0,2.0,0.0026,0.09523809523809523
4,2,51,2,4,10.0,2.0,0.2505,0.425
3,4,42,1,2,8.0,1.0,0.2554,0.4918032786885246
2,2,37,0,1,8.0,3.0,0.107,0.6309498726224453
1,1,42,1,3,6.0,5.0,0.1007,0.5192307692307693
4,2,31,1,2,2.0,3.0,0.1007,0.39344262295081966
1,2,29,2,2,5.0,1.0,0.1201,0.4222222222222222
4,3,60,0,2,8.0,2.0,0.2947,0.5102040816326531
5,4,38,1,5,7.0,3.0,0.2253,0.25
3,2,30,0,3,3.0,2.0,0.2961,0.2857142857142857
4,3,34,1,5,4.0,1.0,0.2976,0.09375
3,2,24,1,2,7.0,1.0,0.2506,0.32653061224489793
1,2,43,1,3,8.0,4.0,0.0888,0.4827586206896552
5,4,23,2,5,8.0,3.0,0.092,0.40350877192982454
5,3,26,0,3,8.0,4.0,0.0205,0.3611111111111111
1,2,61,0,3,5.0,4.0,0.2708,0.20833333333333334
3,2,46,0,2,4.0,1.0,0.0843,0.5517241379310345
3,1,64,1,1,6.0,1.0,0.0382,0.5737704918032787
5,2,69,0,5,4.0,1.0,0.1508,0.1724137931034483
3,2,36,0,2,5.0,1.0,0.2888,0.1111111111111111
1,4,40,0,3,6.0,1.0,0.0508,0.5833333333333334
3,3,53,1,1,8.0,1.0,0.6779,0.0975609756097561
3,3,50,1,2,6.0,2.0,0.0058,0.6309498726224453
4,4,57,1,3,6.0,3.0,0.0987,0.20833333333333334
3,4,55,1,4,7.0,3.0,0.1794,0.3333333333333333
1,4,57,1,3,10.0,3.0,0.1042,0.5111111111111111
3,4,59,2,1,4.0,3.0,0.1446,0.3783783783783784
3,3,61,0,2,6.0,1.0,0.1464,0.23529411764705882
5,4,61,1,3,5.0,1.0,0.0889,0.24
3,3,65,1,5,6.0,1.0,0.1789,0.3611111111111111
3,4,33,1,1,7.0,4.0,0.359,0.1875
3,1,42,1,3,5.0,3.0,0.0207,0.5555555555555556
4,3,52,0,1,10.0,2.0,0.0817,0.45
2,3,29,0,4,5.0,1.0,0.3128,0.07571398471469343
4,1,22,2,1,9.0,3.0,0.0583,0.5079365079365079
4,1,25,1,3,4.0,3.0,0.037,0.20689655172413793
5,1,45,0,2,8.0,3.0,0.191,0.2702702702702703
3,3,72,0,3,8.0,3.0,0.1742,0.5552358879077518
4,3,71,1,3,8.0,1.0,0.1592,0.0975609756097561
4,3,56,1,3,7.0,1.0,0.0676,0.5306122448979592
3,2,46,2,1,6.0,3.0,0.159,0.20833333333333334
3,3,34,1,2,6.0,4.0,0.2154,0.24324324324324326
3,1,23,1,4,8.0,2.0,0.1024,0.36585365853658536
3,3,34,0,5,4.0,3.0,0.149,0.13636363636363635
2,1,50,1,1,9.0,4.0,0.006,0.40476190476190477
3,1,34,0,2,6.0,2.0,0.2774,0.05
3,2,45,1,3,7.0,1.0,0.0281,0.18518518518518517
3,2,66,1,1,3.0,1.0,0.0742,0.15384615384615385
5,1,29,1,3,8.0,2.0,0.1501,0.3333333333333333
2,1,38,0,1,4.0,4.0,0.1506,0.05
2,4,60,2,4,9.0,4.0,0.1335,0.30357142857142855
3,1,23,0,5,6.0,1.0,0.4084,0.5932203389830508
1,2,39,1,5,4.0,1.0,0.1262,0.3333333333333333
3,3,35,2,3,4.0,3.0,0.0031,0.41025641025641024
4,1,29,1,3,10.0,3.0,0.1985,0.21428571428571427
4,4,73,0,4,5.0,1.0,0.0589,0.4358974358974359
4,1,66,2,4,5.0,1.0,0.2676,0.1875
4,4,70,1,2,3.0,1.0,0.0655,0.5423728813559322
3,1,40,1,3,6.0,1.0,0.6041,0.3280939337636715
1,2,20,0,1,8.0,2.0,0.1011,0.4482758620689655
3,3,68,0,2,9.0,2.0,0.0836,0.20689655172413793
3,3,43,0,2,7.0,3.0,0.477,0.2
3,2,72,1,3,8.0,1.0,0.0267,0.30952380952380953
4,1,32,1,3,6.0,3.0,0.0019,0.0967741935483871
1,3,20,1,4,6.0,5.0,0.0814,0.403807918478365
3,1,69,1,2,3.0,1.0,0.0252,0.05
4,2,31,1,1,4.0,3.0,0.0103,0.5185185185185185
5,0,29,1,1,7.0,3.0,0.2367,0.0
5,1,39,1,1,5.0,4.0,0.2262,0.24
4,1,26,2,5,7.0,1.0,0.1147,0.23333333333333334
4,3,45,1,5,2.0,2.0,0.1042,0.15142796942938686
3,1,52,1,2,7.0,3.0,0.1553,0.35135135135135137
3,3,70,1,2,8.0,3.0,0.7329,0.6166666666666667
2,2,40,0,4,6.0,3.0,0.1594,0.38461538461538464
4,0,65,1,2,5.0,2.0,0.1494,0.0
3,3,23,0,3,7.0,2.0,0.1894,0.2978723404255319
3,1,56,1,3,8.0,3.0,0.5073,0.403807918478365
3,1,49,1,5,10.0,1.0,0.1327,0.2702702702702703
3,4,52,1,3,2.0,5.0,0.031,0.20833333333333334
4,3,45,0,2,8.0,3.0,0.1804,0.25806451612903225
1,1,52,0,2,5.0,3.0,0.15,0.375
5,3,41,1,5,7.0,1.0,0.3303,0.21428571428571427
2,1,51,1,2,5.0,2.0,0.1256,0.45
3,4,56,0,3,9.0,3.0,0.1761,0.24
3,3,46,0,3,4.0,3.0,0.2913,0.17391304347826086
5,2,69,1,5,8.0,3.0,0.0316,0.4888888888888889
1,2,55,1,2,4.0,3.0,0.0008,0.35135135135135137
3,2,33,1,3,5.0,2.0,0.138,0.24444444444444444
3,1,27,1,1,5.0,3.0,0.1634,0.12195121951219512
3,4,42,1,3,4.0,1.0,0.1826,0.20833333333333334
3,2,67,1,5,6.0,3.0,0.0545,0.050475989809795625
3,4,32,1,3,2.0,3.0,0.0304,0.28125
3,4,65,2,2,7.0,1.0,0.1801,0.2
4,4,67,0,4,3.0,1.0,0.0894,0.3617584912800782
3,1,48,0,2,4.0,2.0,0.3328,0.24
2,2,64,1,3,8.0,2.0,0.1836,0.34285714285714286
3,4,70,1,1,4.0,4.0,0.7219,0.5238095238095238
1,0,22,2,5,8.0,3.0,0.1814,0.0
3,4,53,1,1,10.0,2.0,0.1168,0.3783783783783784
4,2,22,0,2,5.0,2.0,0.1374,0.24
3,2,48,0,3,2.0,4.0,0.1842,0.06451612903225806
4,2,69,0,3,6.0,3.0,0.2319999999999999,0.14814814814814814
4,4,59,1,1,8.0,1.0,0.0904,0.4186046511627907
3,2,39,1,4,8.0,1.0,0.006,0.2647058823529412
4,3,68,0,5,4.0,4.0,0.1272,0.15142796942938686
2,2,69,1,3,2.0,3.0,0.6102,0.13636363636363635
3,1,61,1,2,10.0,2.0,0.0808,0.45614035087719296
3,1,43,2,2,8.0,3.0,0.0333,0.1875
3,2,62,1,1,1.0,1.0,0.0692,0.12903225806451613
3,1,64,1,5,5.0,2.0,0.2454,0.20833333333333334
4,2,52,1,4,7.0,2.0,0.0266,0.21621621621621623
4,4,51,0,3,9.0,1.0,0.1188,0.39473684210526316
3,1,25,2,4,3.0,3.0,0.036,0.4807692307692308
3,4,21,1,3,4.0,3.0,0.1142,0.24324324324324326
3,4,61,0,3,6.0,3.0,0.3859,0.5555555555555556
3,1,32,1,4,6.0,4.0,0.1126,0.41025641025641024
1,2,21,2,2,1.0,3.0,0.3398,0.34545454545454546
3,2,28,1,1,8.0,1.0,0.0596,0.2271419541440803
1,4,41,1,2,8.0,2.0,0.621,0.30952380952380953
4,1,38,0,2,1.0,4.0,0.1424,0.26666666666666666
4,2,49,2,3,8.0,2.0,0.2684,0.4
4,2,57,1,5,6.0,2.0,0.1532,0.23684210526315788
3,4,60,1,2,8.0,1.0,0.2224,0.15142796942938686
1,4,37,0,2,7.0,3.0,0.1137,0.1724137931034483
3,1,29,0,3,2.0,4.0,0.045,0.39473684210526316
4,2,56,1,1,8.0,3.0,0.6526,0.43333333333333335
3,1,27,0,5,6.0,3.0,0.2625,0.5862068965517241
3,2,51,2,2,4.0,4.0,0.1322,0.5161290322580645
1,2,38,1,3,4.0,5.0,0.1808,0.5192307692307693
4,3,37,1,3,4.0,4.0,0.1719,0.5932203389830508
4,2,25,0,5,8.0,2.0,0.1482,0.2
2,2,57,1,2,5.0,1.0,0.011,0.5862068965517241
5,3,70,1,1,6.0,1.0,0.0312,0.29411764705882354
4,4,22,1,2,6.0,1.0,0.024,0.640625
3,4,60,1,3,6.0,5.0,0.987,0.2631578947368421
1,1,36,1,2,2.0,1.0,0.1893,0.15142796942938686
1,3,58,2,4,3.0,1.0,0.1618,0.2
5,3,71,1,3,6.0,4.0,0.0313,0.39344262295081966
4,4,67,0,2,8.0,1.0,0.1252,0.2978723404255319
5,4,44,0,2,10.0,2.0,0.2235,0.43902439024390244
4,4,72,2,1,7.0,4.0,0.1611,0.12903225806451613
3,3,33,1,3,8.0,3.0,0.1529,0.15384615384615385
3,4,71,0,4,6.0,4.0,0.6528,0.6101694915254238
4,4,51,1,5,7.0,1.0,0.0173,0.6271186440677966
3,1,52,1,3,4.0,1.0,0.2999,0.32
3,3,61,1,1,9.0,2.0,0.1313,0.20833333333333334
5,3,28,0,1,6.0,3.0,0.1093,0.13333333333333333
4,3,39,2,4,8.0,2.0,0.1357,0.32653061224489793
4,4,63,2,1,4.0,5.0,0.2272,0.23529411764705882
3,2,73,1,1,8.0,4.0,0.093,0.24242424242424243
4,4,29,1,2,5.0,4.0,0.2609,0.14814814814814814
3,2,56,2,3,3.0,4.0,0.1945,0.34285714285714286
3,1,30,1,1,5.0,3.0,0.2322,0.5769230769230769
4,3,29,0,4,6.0,1.0,0.21,0.6271186440677966
3,4,44,2,3,1.0,3.0,0.215,0.4375
3,3,58,0,1,6.0,2.0,0.3226,0.7823778420518321
3,4,52,0,3,6.0,4.0,0.114,0.2972972972972973
3,1,47,1,3,7.0,3.0,0.1929,0.24
4,1,30,0,2,8.0,2.0,0.1789,0.13636363636363635
3,3,66,1,3,5.0,2.0,0.2627,0.24
4,1,27,2,5,3.0,1.0,0.0685,0.3076923076923077
5,4,65,1,1,5.0,1.0,0.1862,0.36666666666666664
3,3,45,2,1,4.0,2.0,0.1902,0.275
4,2,45,1,3,6.0,2.0,0.1167,0.07142857142857142
5,1,21,2,2,5.0,1.0,0.1902,0.4358974358974359
3,2,43,1,3,4.0,2.0,0.5305,0.10095197961959125
4,3,64,2,3,8.0,4.0,0.0516,0.6615384615384615
4,3,64,2,2,6.0,1.0,0.0463,0.21428571428571427
3,0,37,2,2,8.0,2.0,0.1879,0.0
3,2,41,2,2,4.0,2.0,0.2739999999999999,0.07692307692307693
2,4,53,0,5,2.0,3.0,0.1705,0.23333333333333334
4,1,27,1,2,8.0,4.0,0.1788,0.45454545454545453
4,2,63,0,2,4.0,2.0,0.7988,0.59375
1,1,52,1,2,8.0,2.0,0.0835,0.2776179439538759
2,1,65,1,1,6.0,3.0,0.0985,0.48936170212765956
4,1,60,2,1,4.0,1.0,0.1437,0.2413793103448276
4,3,56,1,3,9.0,2.0,0.1671,0.2571428571428571
4,2,70,1,1,6.0,3.0,0.0084,0.13636363636363635
3,3,53,2,1,6.0,3.0,0.7101,0.532258064516129
4,2,71,0,3,6.0,1.0,0.8219,0.2574050803339018
3,4,58,1,3,6.0,1.0,0.0934,0.4583333333333333
2,1,22,1,4,5.0,3.0,0.1419,0.0967741935483871
3,3,25,0,4,8.0,3.0,0.1794,0.30952380952380953
5,3,22,0,5,7.0,1.0,0.2453,0.55
3,4,63,0,2,8.0,2.0,0.2524,0.15625
3,4,69,0,3,9.0,1.0,0.1711,0.2909090909090909
4,4,61,1,1,2.0,4.0,0.0564,0.20833333333333334
5,1,24,1,1,10.0,3.0,0.3853,0.05
4,1,29,0,4,9.0,2.0,0.0045,0.4666666666666667
1,1,48,1,1,8.0,1.0,0.1751,0.23809523809523808
3,4,35,0,4,5.0,2.0,0.2475,0.21428571428571427
4,2,34,1,2,6.0,1.0,0.0404,0.07692307692307693
3,3,56,1,4,9.0,3.0,0.7772,0.13636363636363635
1,1,40,1,5,8.0,1.0,0.0781,0.39215686274509803
4,1,60,0,3,10.0,2.0,0.2689,0.18181818181818182
4,1,52,0,3,6.0,1.0,0.0168,0.4642857142857143
2,2,52,1,1,8.0,3.0,0.144,0.2702702702702703
3,4,32,1,5,6.0,3.0,0.9201,0.2
3,2,66,1,3,5.0,2.0,0.6981,0.2777777777777778
4,1,68,0,3,5.0,3.0,0.0227,0.24
3,1,32,1,4,5.0,4.0,0.1949,0.5
3,2,49,1,3,9.0,4.0,0.1575,0.2413793103448276
5,3,64,1,3,5.0,1.0,0.1851,0.20833333333333334
1,2,27,0,2,6.0,4.0,0.1884,0.48
5,1,69,1,3,6.0,5.0,0.0785,0.26666666666666666
3,4,26,1,2,8.0,1.0,0.1363,0.46938775510204084
3,2,32,0,2,5.0,3.0,0.1015,0.7066638573371388
5,2,57,1,5,5.0,1.0,0.2609,0.09523809523809523
4,2,42,1,4,8.0,2.0,0.2647,0.4807692307692308
4,4,73,1,1,6.0,2.0,0.1794,0.2
3,1,44,0,3,7.0,1.0,0.1695,0.532258064516129
3,3,56,1,1,8.0,1.0,0.0067,0.24
2,4,42,1,4,6.0,4.0,0.1722,0.4838709677419355
3,1,47,0,2,6.0,3.0,0.1845,0.24
5,4,72,1,1,8.0,3.0,0.103,0.20833333333333334
3,4,73,1,2,6.0,2.0,0.0216,0.15384615384615385
4,2,39,1,3,2.0,3.0,0.0727,0.2972972972972973
4,3,56,1,3,4.0,3.0,0.233,0.32432432432432434
2,2,23,2,3,8.0,3.0,0.131,0.26245223877182144
3,3,55,0,1,8.0,2.0,0.1424,0.13636363636363635
3,4,69,1,4,7.0,3.0,0.6323,0.5552358879077518
4,1,57,0,3,9.0,1.0,0.2556,0.17391304347826086
3,2,65,1,3,8.0,3.0,0.1576,0.23529411764705882
2,3,71,1,3,2.0,2.0,0.022,0.14814814814814814
5,3,27,1,3,8.0,4.0,0.1669,0.4807692307692308
2,2,48,1,1,10.0,1.0,0.0429,0.09523809523809523
3,1,36,0,2,7.0,4.0,0.894,0.14814814814814814
3,1,48,1,3,4.0,5.0,0.012,0.09523809523809523
4,4,72,1,3,7.0,2.0,0.0028,0.24
4,1,45,0,2,6.0,1.0,0.133,0.22857142857142856
4,1,44,0,5,6.0,1.0,0.747,0.26666666666666666
3,4,53,1,5,9.0,2.0,0.2197,0.3280939337636715
3,2,23,2,4,7.0,1.0,0.1693,0.09523809523809523
4,4,40,1,1,4.0,1.0,0.1457,0.22580645161290322
4,4,72,1,3,4.0,4.0,0.0134,0.32432432432432434
4,3,55,1,4,7.0,2.0,0.0898,0.125
3,3,45,0,2,8.0,3.0,0.0631,0.40540540540540543
4,1,62,1,2,5.0,2.0,0.1374,0.05
4,4,24,1,1,3.0,3.0,0.0623,0.32432432432432434
3,1,54,1,2,4.0,5.0,0.1265,0.14814814814814814
4,1,40,0,3,5.0,1.0,0.1039,0.39473684210526316
4,3,58,1,2,4.0,2.0,0.0739,0.23333333333333334
2,4,32,1,1,8.0,4.0,0.1341,0.28125
1,0,36,0,2,5.0,4.0,0.0834,0.0
4,0,27,1,1,6.0,1.0,0.023,0.0
2,2,42,1,5,4.0,4.0,0.4082,0.2777777777777778
4,3,39,0,2,7.0,2.0,0.0458,0.11538461538461539
3,4,46,0,3,7.0,4.0,0.7763,0.47952190319305843
1,3,29,0,1,8.0,1.0,0.215,0.3684210526315789
4,1,71,0,3,5.0,4.0,0.4748,0.5873015873015873
2,3,23,1,4,5.0,2.0,0.0234,0.4307692307692308
4,4,41,1,3,7.0,2.0,0.2944,0.23684210526315788
3,4,59,1,3,6.0,3.0,0.6236,0.20689655172413793
5,3,61,2,3,2.0,1.0,0.0394,0.6065573770491803
4,4,68,2,3,6.0,2.0,0.0267,0.10095197961959125
3,4,51,1,2,9.0,1.0,0.1957,0.28
3,1,66,0,3,6.0,3.0,0.0854,0.13636363636363635
3,3,40,1,2,8.0,3.0,0.0845,0.18604651162790697
5,3,49,1,2,7.0,3.0,0.0517,0.22916666666666666
4,3,62,2,2,4.0,4.0,0.0244,0.15384615384615385
2,3,67,0,1,10.0,3.0,0.0398,0.6166666666666667
4,4,44,0,5,7.0,4.0,0.1358,0.2647058823529412
4,2,34,0,5,6.0,1.0,0.5315,0.07692307692307693
3,3,67,2,5,8.0,3.0,0.0993,0.2972972972972973
3,4,40,1,3,8.0,3.0,0.0139999999999999,0.15384615384615385
4,1,57,0,3,2.0,3.0,0.1058,0.19148936170212766
3,1,31,0,4,5.0,3.0,0.2102,0.6101694915254238
3,1,54,0,3,7.0,3.0,0.2718,0.5806451612903226
3,4,39,1,3,7.0,3.0,0.0957,0.2857142857142857
2,1,70,0,3,5.0,2.0,0.2406,0.34210526315789475
2,3,53,1,4,8.0,3.0,0.0898,0.44680851063829785
3,1,62,2,2,7.0,4.0,0.1197,0.14285714285714285
1,2,69,1,2,6.0,4.0,0.5824,0.1875
4,1,38,1,2,4.0,3.0,0.1497,0.6166666666666667
3,4,49,0,3,5.0,2.0,0.883,0.5819593120592562
4,0,53,0,3,9.0,1.0,0.3,0.0
3,2,42,1,3,6.0,4.0,0.1316,0.07692307692307693
2,3,58,1,1,6.0,2.0,0.031,0.5538461538461539
1,4,45,1,2,9.0,2.0,0.1092,0.7823778420518321
4,2,57,1,1,6.0,2.0,0.1677,0.09523809523809523
3,1,61,1,5,7.0,2.0,0.2584,0.17142857142857143
1,1,54,2,1,5.0,2.0,0.196,0.17647058823529413
4,3,63,1,3,8.0,1.0,0.1817,0.13636363636363635
3,3,44,0,3,10.0,3.0,0.6837,0.5333333333333333
4,2,72,1,3,9.0,3.0,0.6733,0.2019039592391825
5,3,22,1,2,6.0,3.0,0.0823,0.4222222222222222
3,2,69,1,4,8.0,2.0,0.1359,0.21875
3,4,64,1,3,4.0,1.0,0.1854,0.17857142857142858
3,1,49,0,3,3.0,2.0,0.2336,0.3404255319148936
4,1,42,1,2,5.0,1.0,0.1372,0.09523809523809523
3,2,31,1,3,6.0,1.0,0.0214,0.35
1,1,35,2,3,4.0,1.0,0.0347,0.23333333333333334
4,4,22,1,5,6.0,1.0,0.2537,0.24324324324324326
3,4,71,0,5,8.0,4.0,0.0154,0.603448275862069
5,1,65,0,2,4.0,1.0,0.0559,0.5185185185185185
1,3,51,1,3,8.0,3.0,0.181,0.6615384615384615
3,4,62,1,2,6.0,1.0,0.1535,0.24324324324324326
3,4,52,1,4,5.0,3.0,0.1329,0.4230769230769231
3,4,23,0,3,7.0,3.0,0.1299,0.47692307692307695
4,3,41,1,3,7.0,3.0,0.7873,0.13636363636363635
3,2,69,1,3,8.0,1.0,0.0273,0.5555555555555556
3,1,39,0,2,5.0,3.0,0.1521,0.13636363636363635
2,3,39,0,4,8.0,3.0,0.9886,0.2765957446808511
4,2,28,0,2,8.0,1.0,0.5447,0.20833333333333334
3,2,64,0,3,8.0,1.0,0.1273,0.09523809523809523
3,3,38,0,2,6.0,4.0,0.6042,0.1724137931034483
5,1,42,0,3,8.0,4.0,0.2785,0.3488372093023256
1,4,53,2,2,4.0,1.0,0.0059,0.3235294117647059
3,4,47,0,3,4.0,3.0,0.5462,0.3
4,1,68,1,3,7.0,2.0,0.0678,0.4838709677419355
2,4,31,0,1,6.0,2.0,0.2728,0.42857142857142855
2,4,54,1,1,8.0,4.0,0.1028,0.48936170212765956
4,2,27,0,3,5.0,2.0,0.0124,0.2702702702702703
3,4,22,1,2,7.0,2.0,0.1239,0.20833333333333334
3,4,41,1,5,4.0,3.0,0.5478,0.3170731707317073
5,3,39,1,3,8.0,4.0,0.2787,0.20833333333333334
5,3,66,0,3,8.0,2.0,0.0356,0.24
4,2,25,1,2,4.0,3.0,0.1504,0.6057118777175474
1,2,51,1,3,3.0,2.0,0.1255,0.5254237288135594
4,4,48,1,3,10.0,4.0,0.1899,0.39473684210526316
3,2,70,1,1,5.0,2.0,0.2577,0.07571398471469343
3,2,22,0,1,10.0,3.0,0.2357,0.2826086956521739
3,1,37,1,4,8.0,1.0,0.1927,0.4444444444444444
3,4,39,1,2,8.0,3.0,0.2287,0.26666666666666666
2,3,69,1,4,9.0,1.0,0.089,0.23901900316719454
3,0,48,0,3,2.0,3.0,0.0156,0.0
2,1,68,1,1,4.0,2.0,0.4349,0.35223853098323404
1,0,66,2,3,2.0,5.0,0.1176,0.0
1,4,37,1,3,2.0,2.0,0.1191,0.22580645161290322
3,2,49,1,3,8.0,4.0,0.0136,0.4222222222222222
4,1,34,2,3,9.0,3.0,0.0298,0.05
4,4,38,2,4,8.0,2.0,0.0518,0.22686549453157448
1,2,62,1,3,3.0,3.0,0.2471,0.3142857142857143
3,2,54,0,2,6.0,1.0,0.1572,0.09523809523809523
3,1,24,2,3,6.0,4.0,0.1431,0.44680851063829785
3,1,28,1,3,6.0,4.0,0.0227,0.47619047619047616
5,4,40,2,1,8.0,1.0,0.1463,0.14285714285714285
1,1,70,1,3,5.0,2.0,0.0771,0.24
3,2,64,0,3,4.0,2.0,0.0584,0.4
3,4,26,1,4,4.0,2.0,0.1749,0.4375
4,3,44,1,3,5.0,5.0,0.0429,0.28125
4,4,74,1,3,5.0,2.0,0.1074,0.23333333333333334
4,1,24,1,5,6.0,3.0,0.1047,0.05
3,4,41,0,3,6.0,4.0,0.3688,0.35
4,4,71,1,3,5.0,4.0,0.1241,0.2857142857142857
3,2,69,1,2,8.0,1.0,0.1258,0.3870967741935484
4,2,56,0,3,5.0,3.0,0.0664,0.39473684210526316
5,2,47,2,2,5.0,4.0,0.1784,0.1111111111111111
4,2,39,1,1,6.0,2.0,0.1284,0.25
3,2,37,0,1,6.0,2.0,0.0036,0.16129032258064516
3,2,67,0,3,2.0,1.0,0.9635,0.20833333333333334
5,3,51,0,4,9.0,4.0,0.1119999999999999,0.6309498726224453
3,3,45,1,2,10.0,3.0,0.5584,0.17391304347826086
5,3,22,1,4,9.0,1.0,0.6542,0.20833333333333334
4,2,55,1,3,4.0,3.0,0.0988,0.36065573770491804
4,3,29,1,2,2.0,4.0,0.1378,0.41379310344827586
3,1,51,1,4,8.0,3.0,0.1292,0.32727272727272727
3,3,62,1,5,5.0,2.0,0.5681,0.2
4,4,69,0,5,9.0,3.0,0.0065,0.4
1,1,54,2,4,3.0,3.0,0.9475,0.25806451612903225
1,4,61,0,1,7.0,1.0,0.1428,0.40384615384615385
4,3,68,0,4,1.0,4.0,0.0021,0.24
4,4,47,1,3,8.0,4.0,0.1781,0.3378121815100149
5,4,33,0,3,7.0,3.0,0.4036,0.23333333333333334
3,3,42,1,3,6.0,1.0,0.0329,0.5
3,1,61,1,5,8.0,2.0,0.2648,0.13636363636363635
4,4,46,1,4,3.0,4.0,0.445,0.12903225806451613
4,0,24,0,3,6.0,2.0,0.0808,0.0
3,2,49,0,3,9.0,2.0,0.1159,0.37142857142857144
3,4,32,2,2,8.0,2.0,0.1364,0.5849056603773585
3,3,61,1,4,5.0,4.0,0.1892,0.22580645161290322
3,2,69,0,4,1.0,1.0,0.1066,0.3333333333333333
2,1,66,0,2,8.0,4.0,0.2855,0.42857142857142855
4,2,29,1,2,7.0,4.0,0.1574,0.2972972972972973
3,4,26,0,2,8.0,1.0,0.2676,0.6461538461538462
3,1,36,0,3,4.0,3.0,0.2648,0.3888888888888889
1,1,24,0,2,6.0,3.0,0.259,0.2
2,4,34,1,1,9.0,4.0,0.6511,0.38636363636363635
3,4,38,0,2,4.0,2.0,0.0168,0.125
5,2,28,1,2,5.0,2.0,0.0581,0.4888888888888889
3,2,59,1,5,7.0,1.0,0.0982,0.34210526315789475
1,1,55,0,2,4.0,1.0,0.0991,0.2
3,2,26,0,4,6.006293806322415,4.0,0.19,0.3076923076923077
3,3,27,1,3,8.0,4.0,0.1966,0.13636363636363635
2,3,55,2,5,4.0,2.0,0.7573,0.18518518518518517
1,4,28,0,2,4.0,4.0,0.123,0.37735849056603776
3,3,58,1,4,5.0,2.0,0.4462,0.13636363636363635
3,0,49,1,4,8.0,2.0,0.0259,0.0
4,4,30,1,1,6.0,4.0,0.1138,0.49122807017543857
2,4,43,1,5,8.0,2.0,0.1169999999999999,0.40476190476190477
5,2,41,1,2,6.0,2.0,0.057,0.42857142857142855
